Device (ID),Command ID,Element ID,Class Type,Arg ID,Value,Limit Min,Limit Max,Hints,,
ECS_INTERFACE(29),3008,CABIN-PRESS-VALVE-PTR,LEV,516,0,0,1,Sealing, OPEN/CLOSE,
ELEC_INTERFACE(1),3001,GROUND-AC-PTR,TUMB,87,-1,0,1,AC Ground Power, ON/OFF,
ELEC_INTERFACE(1),3001,GROUND-AC-PTR,TUMB,87,1,0,1,AC Ground Power, ON/OFF,
ELEC_INTERFACE(1),3004,GEN-LEFT-PTR,TUMB,101,-1,0,1,Left Generator switch, ON/OFF,
ELEC_INTERFACE(1),3004,GEN-LEFT-PTR,TUMB,101,1,0,1,Left Generator switch, ON/OFF,
ELEC_INTERFACE(1),3007,GEN-RIGHT-PTR,TUMB,80,-1,0,1,Right Generator switch, ON/OFF,
ELEC_INTERFACE(1),3007,GEN-RIGHT-PTR,TUMB,80,1,0,1,Right Generator switch, ON/OFF,
ELEC_INTERFACE(1),3010,TRANS115-PTR,TUMB,83,-1,-1,1,AC Transformer 115v, MAIN/AUTO/BACKUP,
ELEC_INTERFACE(1),3010,TRANS115-PTR,TUMB,83,1,-1,1,AC Transformer 115v, MAIN/AUTO/BACKUP,
ELEC_INTERFACE(1),3013,TRANS36-PTR,TUMB,85,-1,-1,1,AC Transformer 36v, MAIN/AUTO/BACKUP,
ELEC_INTERFACE(1),3013,TRANS36-PTR,TUMB,85,1,-1,1,AC Transformer 36v, MAIN/AUTO/BACKUP,
ELEC_INTERFACE(1),3016,GROUND-RECT-PTR,TUMB,89,-1,0,1,AC Ground Check, ON/OFF,
ELEC_INTERFACE(1),3016,GROUND-RECT-PTR,TUMB,89,1,0,1,AC Ground Check, ON/OFF,
ELEC_INTERFACE(1),3019,INV115-PTR,TUMB,98,-1,0,1,Inverter PO-750A, ON/OFF,
ELEC_INTERFACE(1),3019,INV115-PTR,TUMB,98,1,0,1,Inverter PO-750A, ON/OFF,
ELEC_INTERFACE(1),3022,INV36-PTR,TUMB,100,-1,0,1,Inverter PT-125Ts, ON/OFF,
ELEC_INTERFACE(1),3022,INV36-PTR,TUMB,100,1,0,1,Inverter PT-125Ts, ON/OFF,
ELEC_INTERFACE(1),3025,VOLT-AC-KNOB-PTR,TUMB,91,-0.1,0,1,AC Voltmeter knob,,
ELEC_INTERFACE(1),3025,VOLT-AC-KNOB-PTR,TUMB,91,0.1,0,1,AC Voltmeter knob,,
ELEC_INTERFACE(1),3028,TRANS-DIM-PTR,TUMB,196,-1,0,1,DIM Transformer switch, MAIN/BACKUP,
ELEC_INTERFACE(1),3028,TRANS-DIM-PTR,TUMB,196,1,0,1,DIM Transformer switch, MAIN/BACKUP,
ELEC_INTERFACE(1),3031,GROUND-DC-PTR,TUMB,73,-1,0,1,DC Ground Power, ON/OFF,
ELEC_INTERFACE(1),3031,GROUND-DC-PTR,TUMB,73,1,0,1,DC Ground Power, ON/OFF,
ELEC_INTERFACE(1),3034,BATT-LEFT-PTR,TUMB,75,-1,0,1,Left Battery switch, ON/OFF,
ELEC_INTERFACE(1),3034,BATT-LEFT-PTR,TUMB,75,1,0,1,Left Battery switch, ON/OFF,
ELEC_INTERFACE(1),3037,BATT-RIGHT-PTR,TUMB,61,-1,0,1,Right Battery switch, ON/OFF,
ELEC_INTERFACE(1),3037,BATT-RIGHT-PTR,TUMB,61,1,0,1,Right Battery switch, ON/OFF,
ELEC_INTERFACE(1),3040,RECT-LEFT-PTR,TUMB,62,-1,0,1,Left Rectifier switch, ON/OFF,
ELEC_INTERFACE(1),3040,RECT-LEFT-PTR,TUMB,62,1,0,1,Left Rectifier switch, ON/OFF,
ELEC_INTERFACE(1),3043,RECT-RIGHT-PTR,TUMB,65,-1,0,1,Right Rectifier switch, ON/OFF,
ELEC_INTERFACE(1),3043,RECT-RIGHT-PTR,TUMB,65,1,0,1,Right Rectifier switch, ON/OFF,
ELEC_INTERFACE(1),3046,STARTER-GEN-PTR,TUMB,66,-1,0,1,APU Generator switch, ON/OFF,
ELEC_INTERFACE(1),3046,STARTER-GEN-PTR,TUMB,66,1,0,1,APU Generator switch, ON/OFF,
ELEC_INTERFACE(1),3049,BATT-HEATING-PTR,TUMB,74,-1,0,1,Battery Heating, ON/OFF,
ELEC_INTERFACE(1),3049,BATT-HEATING-PTR,TUMB,74,1,0,1,Battery Heating, ON/OFF,
ELEC_INTERFACE(1),3052,NET-TO-BATT-PTR,TUMB,71,-1,0,1,Network to Batteries, ON/OFF,
ELEC_INTERFACE(1),3052,NET-TO-BATT-PTR,TUMB,71,1,0,1,Network to Batteries, ON/OFF,
ELEC_INTERFACE(1),3055,VOLT-DC-KNOB-PTR,TUMB,69,-0.111111111,0,1,DC Voltmeter knob,,
ELEC_INTERFACE(1),3055,VOLT-DC-KNOB-PTR,TUMB,69,0.111111111,0,1,DC Voltmeter knob,,
ELEC_INTERFACE(1),3058,GROUND-RECT-COVER-PTR,TUMB,88,-1,0,1,AC Ground Check Cover, UP/DOWN,
ELEC_INTERFACE(1),3058,GROUND-RECT-COVER-PTR,TUMB,88,1,0,1,AC Ground Check Cover, UP/DOWN,
ELEC_INTERFACE(1),3061,INV115-COVER-PTR,TUMB,97,-1,0,1,Inverter PO-750A Cover, UP/DOWN,
ELEC_INTERFACE(1),3061,INV115-COVER-PTR,TUMB,97,1,0,1,Inverter PO-750A Cover, UP/DOWN,
ELEC_INTERFACE(1),3064,INV36-COVER-PTR,TUMB,99,-1,0,1,Inverter PT-125Ts Cover, UP/DOWN,
ELEC_INTERFACE(1),3064,INV36-COVER-PTR,TUMB,99,1,0,1,Inverter PT-125Ts Cover, UP/DOWN,
ELEC_INTERFACE(1),3067,NET-TO-BATT-COVER-PTR,TUMB,70,-1,0,1,Network to Batteries cover, UP/DOWN,
ELEC_INTERFACE(1),3067,NET-TO-BATT-COVER-PTR,TUMB,70,1,0,1,Network to Batteries cover, UP/DOWN,
ELEC_INTERFACE(1),3070,CB-FRAME-LEFT-1-PTR,BTN,601,1,0,1,All Left CBs ON,,
ELEC_INTERFACE(1),3072,CB-FRAME-RIGHT-1-PTR,BTN,632,1,0,1,All Right CBs ON,,
ELEC_INTERFACE(1),3074,CB-RIGHT-CONTROL-FORCE-MECHANISM-PTR,TUMB,602,-1,0,1,CB Control Force Grad, ON/OFF,
ELEC_INTERFACE(1),3074,CB-RIGHT-CONTROL-FORCE-MECHANISM-PTR,TUMB,602,1,0,1,CB Control Force Grad, ON/OFF,
ELEC_INTERFACE(1),3075,CB-RIGHT-CONTROL-CLUTCH-PTR,TUMB,603,-1,0,1,CB Collective Lever Lock, ON/OFF,
ELEC_INTERFACE(1),3075,CB-RIGHT-CONTROL-CLUTCH-PTR,TUMB,603,1,0,1,CB Collective Lever Lock, ON/OFF,
ELEC_INTERFACE(1),3076,CB-RIGHT-ENGINE-TEMP-ADJUST-LEFT-PTR,TUMB,604,-1,0,1,CB Temperature Control Left Governor RPM, ON/OFF,
ELEC_INTERFACE(1),3076,CB-RIGHT-ENGINE-TEMP-ADJUST-LEFT-PTR,TUMB,604,1,0,1,CB Temperature Control Left Governor RPM, ON/OFF,
ELEC_INTERFACE(1),3077,CB-RIGHT-ENGINE-TEMP-ADJUST-RIGHT-PTR,TUMB,605,-1,0,1,CB Temperature Control Right Governor RPM, ON/OFF,
ELEC_INTERFACE(1),3077,CB-RIGHT-ENGINE-TEMP-ADJUST-RIGHT-PTR,TUMB,605,1,0,1,CB Temperature Control Right Governor RPM, ON/OFF,
ELEC_INTERFACE(1),3078,CB-RIGHT-ROTOR-RPM-ADJUST-PTR,TUMB,606,-1,0,1,CB Rotor RPM Adjust, ON/OFF,
ELEC_INTERFACE(1),3078,CB-RIGHT-ROTOR-RPM-ADJUST-PTR,TUMB,606,1,0,1,CB Rotor RPM Adjust, ON/OFF,
ELEC_INTERFACE(1),3079,CB-RIGHT-ARMAMENT-SIGNAL-PTR,TUMB,607,-1,0,1,CB Signal, ON/OFF,
ELEC_INTERFACE(1),3079,CB-RIGHT-ARMAMENT-SIGNAL-PTR,TUMB,607,1,0,1,CB Signal, ON/OFF,
ELEC_INTERFACE(1),3080,CB-RIGHT-ARMAMENT-CAMERA-SHUTTER-PTR,TUMB,608,-1,0,1,CB Camera, ON/OFF,
ELEC_INTERFACE(1),3080,CB-RIGHT-ARMAMENT-CAMERA-SHUTTER-PTR,TUMB,608,1,0,1,CB Camera, ON/OFF,
ELEC_INTERFACE(1),3081,CB-RIGHT-ARMAMENT-CONTROL-PTR,TUMB,609,-1,0,1,CB Armament Control, ON/OFF,
ELEC_INTERFACE(1),3081,CB-RIGHT-ARMAMENT-CONTROL-PTR,TUMB,609,1,0,1,CB Armament Control, ON/OFF,
ELEC_INTERFACE(1),3082,CB-RIGHT-ARMAMENT-CANNON-PTR,TUMB,610,-1,0,1,CB Cannon, ON/OFF,
ELEC_INTERFACE(1),3082,CB-RIGHT-ARMAMENT-CANNON-PTR,TUMB,610,1,0,1,CB Cannon, ON/OFF,
ELEC_INTERFACE(1),3083,CB-RIGHT-FIRE-2-AUTO-PTR,TUMB,611,-1,0,1,CB Squib-2 Auto Fire Protection, ON/OFF,
ELEC_INTERFACE(1),3083,CB-RIGHT-FIRE-2-AUTO-PTR,TUMB,611,1,0,1,CB Squib-2 Auto Fire Protection, ON/OFF,
ELEC_INTERFACE(1),3084,CB-RIGHT-FIRE-2-MANUAL-PTR,TUMB,612,-1,0,1,CB Squib-2 Manual Fire Protection, ON/OFF,
ELEC_INTERFACE(1),3084,CB-RIGHT-FIRE-2-MANUAL-PTR,TUMB,612,1,0,1,CB Squib-2 Manual Fire Protection, ON/OFF,
ELEC_INTERFACE(1),3085,CB-RIGHT-EXT-STORES-TACTICAL-DROP-PTR,TUMB,613,-1,0,1,CB External Stores Tactical Release, ON/OFF,
ELEC_INTERFACE(1),3085,CB-RIGHT-EXT-STORES-TACTICAL-DROP-PTR,TUMB,613,1,0,1,CB External Stores Tactical Release, ON/OFF,
ELEC_INTERFACE(1),3086,CB-RIGHT-EXT-STORES-LOCK-RELEASE-PTR,TUMB,614,-1,0,1,CB External Stores Release Lock, ON/OFF,
ELEC_INTERFACE(1),3086,CB-RIGHT-EXT-STORES-LOCK-RELEASE-PTR,TUMB,614,1,0,1,CB External Stores Release Lock, ON/OFF,
ELEC_INTERFACE(1),3087,CB-RIGHT-GEAR-EXTENT-HANDLE-BACKUP-PTR,TUMB,615,-1,0,1,CB Landing Gear Valve, ON/OFF,
ELEC_INTERFACE(1),3087,CB-RIGHT-GEAR-EXTENT-HANDLE-BACKUP-PTR,TUMB,615,1,0,1,CB Landing Gear Valve, ON/OFF,
ELEC_INTERFACE(1),3088,CB-RIGHT-LAUNCHER-DETACH-PTR,TUMB,616,-1,0,1,CB Jettison Missile Rails, ON/OFF,
ELEC_INTERFACE(1),3088,CB-RIGHT-LAUNCHER-DETACH-PTR,TUMB,616,1,0,1,CB Jettison Missile Rails, ON/OFF,
ELEC_INTERFACE(1),3089,CB-RIGHT-BOMB-COMBAT-DROP-PTR,TUMB,617,-1,0,1,CB Bombs Release, ON/OFF,
ELEC_INTERFACE(1),3089,CB-RIGHT-BOMB-COMBAT-DROP-PTR,TUMB,617,1,0,1,CB Bombs Release, ON/OFF,
ELEC_INTERFACE(1),3090,CB-RIGHT-CONNECTION-DISTRIBUTION-DEVICE-PTR,TUMB,618,-1,0,1,CB Connection Distribution Device, ON/OFF,
ELEC_INTERFACE(1),3090,CB-RIGHT-CONNECTION-DISTRIBUTION-DEVICE-PTR,TUMB,618,1,0,1,CB Connection Distribution Device, ON/OFF,
ELEC_INTERFACE(1),3091,CB-RIGHT-PILOT-AIM-PTR,TUMB,619,-1,0,1,PILOT SIGHT CB, ON/OFF,
ELEC_INTERFACE(1),3091,CB-RIGHT-PILOT-AIM-PTR,TUMB,619,1,0,1,PILOT SIGHT CB, ON/OFF,
ELEC_INTERFACE(1),3092,CB-RIGHT-DUAS-V-HEATING-PTR,TUMB,620,-1,0,1,CB Air Data Computer Heating, ON/OFF,
ELEC_INTERFACE(1),3092,CB-RIGHT-DUAS-V-HEATING-PTR,TUMB,620,1,0,1,CB Air Data Computer Heating, ON/OFF,
ELEC_INTERFACE(1),3093,CB-RIGHT-EMERGENCY-DOOR-DETACH-PILOT-PTR,TUMB,621,-1,0,1,CB Jettison Pilot´s Door, ON/OFF,
ELEC_INTERFACE(1),3093,CB-RIGHT-EMERGENCY-DOOR-DETACH-PILOT-PTR,TUMB,621,1,0,1,CB Jettison Pilot´s Door, ON/OFF,
ELEC_INTERFACE(1),3094,CB-RIGHT-EMERGENCY-DOOR-DETACH-OP-PTR,TUMB,622,-1,0,1,CB Jettision Gunners Door, ON/OFF,
ELEC_INTERFACE(1),3094,CB-RIGHT-EMERGENCY-DOOR-DETACH-OP-PTR,TUMB,622,1,0,1,CB Jettision Gunners Door, ON/OFF,
ELEC_INTERFACE(1),3095,CB-RIGHT-CONDITIONER-CONTROL-PTR,TUMB,623,-1,0,1,CB Air Conditioning, ON/OFF,
ELEC_INTERFACE(1),3095,CB-RIGHT-CONDITIONER-CONTROL-PTR,TUMB,623,1,0,1,CB Air Conditioning, ON/OFF,
ELEC_INTERFACE(1),3096,CB-RIGHT-FUEL-METER-PTR,TUMB,624,-1,0,1,CB Fuel Quantity Indication, ON/OFF,
ELEC_INTERFACE(1),3096,CB-RIGHT-FUEL-METER-PTR,TUMB,624,1,0,1,CB Fuel Quantity Indication, ON/OFF,
ELEC_INTERFACE(1),3097,CB-RIGHT-VALVE-TANK-2-PTR,TUMB,625,-1,0,1,CB Fuel Tank 2 Valve, ON/OFF,
ELEC_INTERFACE(1),3097,CB-RIGHT-VALVE-TANK-2-PTR,TUMB,625,1,0,1,CB Fuel Tank 2 Valve, ON/OFF,
ELEC_INTERFACE(1),3098,CB-RIGHT-VALVE-FIRE-RIGHT-PTR,TUMB,626,-1,0,1,CB Fuel Tank 2 Shutoff Valve, ON/OFF,
ELEC_INTERFACE(1),3098,CB-RIGHT-VALVE-FIRE-RIGHT-PTR,TUMB,626,1,0,1,CB Fuel Tank 2 Shutoff Valve, ON/OFF,
ELEC_INTERFACE(1),3099,CB-RIGHT-PUMP-TANK-2-PTR,TUMB,627,-1,0,1,CB Fuel Pump 2, ON/OFF,
ELEC_INTERFACE(1),3099,CB-RIGHT-PUMP-TANK-2-PTR,TUMB,627,1,0,1,CB Fuel Pump 2, ON/OFF,
ELEC_INTERFACE(1),3100,CB-RIGHT-PUMP-TANK-4-PTR,TUMB,628,-1,0,1,CB Fuel Pump 4, ON/OFF,
ELEC_INTERFACE(1),3100,CB-RIGHT-PUMP-TANK-4-PTR,TUMB,628,1,0,1,CB Fuel Pump 4, ON/OFF,
ELEC_INTERFACE(1),3101,CB-RIGHT-PILOT-SEAT-MECHANISM-PTR,TUMB,629,-1,0,1,CB Pilot Seat Adjustment, ON/OFF,
ELEC_INTERFACE(1),3101,CB-RIGHT-PILOT-SEAT-MECHANISM-PTR,TUMB,629,1,0,1,CB Pilot Seat Adjustment, ON/OFF,
ELEC_INTERFACE(1),3102,CB-RIGHT-ANTIICE-ALARM-PTR,TUMB,630,-1,0,1,CB Anti-Ice System - Warning, ON/OFF,
ELEC_INTERFACE(1),3102,CB-RIGHT-ANTIICE-ALARM-PTR,TUMB,630,1,0,1,CB Anti-Ice System - Warning, ON/OFF,
ELEC_INTERFACE(1),3103,CB-RIGHT-ANTIICE-CONTROL-PTR,TUMB,631,-1,0,1,CB Anti-Ice System - Control, ON/OFF,
ELEC_INTERFACE(1),3103,CB-RIGHT-ANTIICE-CONTROL-PTR,TUMB,631,1,0,1,CB Anti-Ice System - Control, ON/OFF,
ELEC_INTERFACE(1),3104,CB-LEFT-MISSILE-POWER-PTR,TUMB,572,-1,0,1,CB Missile Power, ON/OFF,
ELEC_INTERFACE(1),3104,CB-LEFT-MISSILE-POWER-PTR,TUMB,572,1,0,1,CB Missile Power, ON/OFF,
ELEC_INTERFACE(1),3105,CB-LEFT-BOMB-EMERGENCY-DETACH-PTR,TUMB,573,-1,0,1,CB Emergency Jettison, ON/OFF,
ELEC_INTERFACE(1),3105,CB-LEFT-BOMB-EMERGENCY-DETACH-PTR,TUMB,573,1,0,1,CB Emergency Jettison, ON/OFF,
ELEC_INTERFACE(1),3106,CB-LEFT-BOMB-EXPLOSION-PTR,TUMB,574,-1,0,1,CB Bombs, ON/OFF,
ELEC_INTERFACE(1),3106,CB-LEFT-BOMB-EXPLOSION-PTR,TUMB,574,1,0,1,CB Bombs, ON/OFF,
ELEC_INTERFACE(1),3107,CB-LEFT-ROCKETS-PTR,TUMB,575,-1,0,1,CB Rockets, ON/OFF,
ELEC_INTERFACE(1),3107,CB-LEFT-ROCKETS-PTR,TUMB,575,1,0,1,CB Rockets, ON/OFF,
ELEC_INTERFACE(1),3108,CB-LEFT-RADIOCOMPASS-HF-PTR,TUMB,576,-1,0,1,CB ADF, ON/OFF,
ELEC_INTERFACE(1),3108,CB-LEFT-RADIOCOMPASS-HF-PTR,TUMB,576,1,0,1,CB ADF, ON/OFF,
ELEC_INTERFACE(1),3109,CB-LEFT-PUMP-TANK-1-PTR,TUMB,577,-1,0,1,CB Fuel Shutoff Valve, ON/OFF,
ELEC_INTERFACE(1),3109,CB-LEFT-PUMP-TANK-1-PTR,TUMB,577,1,0,1,CB Fuel Shutoff Valve, ON/OFF,
ELEC_INTERFACE(1),3110,CB-LEFT-PUMP-TANK-5-PTR,TUMB,578,-1,0,1,CB Cross Feed Valve, ON/OFF,
ELEC_INTERFACE(1),3110,CB-LEFT-PUMP-TANK-5-PTR,TUMB,578,1,0,1,CB Cross Feed Valve, ON/OFF,
ELEC_INTERFACE(1),3111,CB-LEFT-VALVE-TANK-1-PTR,TUMB,579,-1,0,1,CB Tank 1 Valve, ON/OFF,
ELEC_INTERFACE(1),3111,CB-LEFT-VALVE-TANK-1-PTR,TUMB,579,1,0,1,CB Tank 1 Valve, ON/OFF,
ELEC_INTERFACE(1),3112,CB-LEFT-VALVE-FIRE-LEFT-PTR,TUMB,580,-1,0,1,CB Left Tank Fire Warning, ON/OFF,
ELEC_INTERFACE(1),3112,CB-LEFT-VALVE-FIRE-LEFT-PTR,TUMB,580,1,0,1,CB Left Tank Fire Warning, ON/OFF,
ELEC_INTERFACE(1),3113,CB-LEFT-VALVE-SEPARATION-PTR,TUMB,581,-1,0,1,CB Left Valve Separation, ON/OFF,
ELEC_INTERFACE(1),3113,CB-LEFT-VALVE-SEPARATION-PTR,TUMB,581,1,0,1,CB Left Valve Separation, ON/OFF,
ELEC_INTERFACE(1),3114,CB-LEFT-GLASS-SPRINKLER-PTR,TUMB,582,-1,0,1,CB Windshield Spray, ON/OFF,
ELEC_INTERFACE(1),3114,CB-LEFT-GLASS-SPRINKLER-PTR,TUMB,582,1,0,1,CB Windshield Spray, ON/OFF,
ELEC_INTERFACE(1),3115,CB-LEFT-GLASS-WIPER-OP-PTR,TUMB,583,-1,0,1,CB Windshield Wiper Gunner, ON/OFF,
ELEC_INTERFACE(1),3115,CB-LEFT-GLASS-WIPER-OP-PTR,TUMB,583,1,0,1,CB Windshield Wiper Gunner, ON/OFF,
ELEC_INTERFACE(1),3116,CB-LEFT-GLASS-WIPER-PILOT-PTR,TUMB,584,-1,0,1,CB Windshield Wiper Pilot, ON/OFF,
ELEC_INTERFACE(1),3116,CB-LEFT-GLASS-WIPER-PILOT-PTR,TUMB,584,1,0,1,CB Windshield Wiper Pilot, ON/OFF,
ELEC_INTERFACE(1),3117,CB-LEFT-SPEECH-INFORMER-PTR,TUMB,585,-1,0,1,CB Audio Warning System, ON/OFF,
ELEC_INTERFACE(1),3117,CB-LEFT-SPEECH-INFORMER-PTR,TUMB,585,1,0,1,CB Audio Warning System, ON/OFF,
ELEC_INTERFACE(1),3118,CB-LEFT-RECORDER-PARAMS-PTR,TUMB,586,-1,0,1,CB Flight Recorder, ON/OFF,
ELEC_INTERFACE(1),3118,CB-LEFT-RECORDER-PARAMS-PTR,TUMB,586,1,0,1,CB Flight Recorder, ON/OFF,
ELEC_INTERFACE(1),3119,CB-LEFT-FIRE-1-AUTO-PTR,TUMB,587,-1,0,1,CB Fire Protection System - Auto, ON/OFF,
ELEC_INTERFACE(1),3119,CB-LEFT-FIRE-1-AUTO-PTR,TUMB,587,1,0,1,CB Fire Protection System - Auto, ON/OFF,
ELEC_INTERFACE(1),3120,CB-LEFT-FIRE-1-MANUAL-PTR,TUMB,588,-1,0,1,CB Fire Protection System - Manual, ON/OFF,
ELEC_INTERFACE(1),3120,CB-LEFT-FIRE-1-MANUAL-PTR,TUMB,588,1,0,1,CB Fire Protection System - Manual, ON/OFF,
ELEC_INTERFACE(1),3121,CB-LEFT-FIRE-ALARM-PTR,TUMB,589,-1,0,1,CB Fire Protection System Warning, ON/OFF,
ELEC_INTERFACE(1),3121,CB-LEFT-FIRE-ALARM-PTR,TUMB,589,1,0,1,CB Fire Protection System Warning, ON/OFF,
ELEC_INTERFACE(1),3122,CB-LEFT-EXT-CARGO-EMERGENCY-DROP-PTR,TUMB,590,-1,0,1,CB External Cargo Emergency Jettison, ON/OFF,
ELEC_INTERFACE(1),3122,CB-LEFT-EXT-CARGO-EMERGENCY-DROP-PTR,TUMB,590,1,0,1,CB External Cargo Emergency Jettison, ON/OFF,
ELEC_INTERFACE(1),3123,CB-LEFT-GEAR-EXTENT-HANDLE-PTR,TUMB,591,-1,0,1,CB Landing Gear Extend / Retract, ON/OFF,
ELEC_INTERFACE(1),3123,CB-LEFT-GEAR-EXTENT-HANDLE-PTR,TUMB,591,1,0,1,CB Landing Gear Extend / Retract, ON/OFF,
ELEC_INTERFACE(1),3124,CB-LEFT-GEAR-ALARM-PTR,TUMB,592,-1,0,1,CB Landing Gear Warning, ON/OFF,
ELEC_INTERFACE(1),3124,CB-LEFT-GEAR-ALARM-PTR,TUMB,592,1,0,1,CB Landing Gear Warning, ON/OFF,
ELEC_INTERFACE(1),3125,CB-LEFT-PT125TS-PTR,TUMB,593,-1,0,1,CB Inverter, ON/OFF,
ELEC_INTERFACE(1),3125,CB-LEFT-PT125TS-PTR,TUMB,593,1,0,1,CB Inverter, ON/OFF,
ELEC_INTERFACE(1),3126,CB-LEFT-AIRSPEED-SENSOR-PTR,TUMB,594,-1,0,1,CB Air Speed Sensor, ON/OFF,
ELEC_INTERFACE(1),3126,CB-LEFT-AIRSPEED-SENSOR-PTR,TUMB,594,1,0,1,CB Air Speed Sensor, ON/OFF,
ELEC_INTERFACE(1),3127,CB-LEFT-AUTOPILOT-ALARM-PTR,TUMB,595,-1,0,1,CB AFCS Warn, ON/OFF,
ELEC_INTERFACE(1),3127,CB-LEFT-AUTOPILOT-ALARM-PTR,TUMB,595,1,0,1,CB AFCS Warn, ON/OFF,
ELEC_INTERFACE(1),3128,CB-LEFT-STARTUP-BLOCK-PTR,TUMB,596,-1,0,1,CB Auto Start System, ON/OFF,
ELEC_INTERFACE(1),3128,CB-LEFT-STARTUP-BLOCK-PTR,TUMB,596,1,0,1,CB Auto Start System, ON/OFF,
ELEC_INTERFACE(1),3129,CB-LEFT-STARTUP-IGNITION-PTR,TUMB,597,-1,0,1,CB Igniter, ON/OFF,
ELEC_INTERFACE(1),3129,CB-LEFT-STARTUP-IGNITION-PTR,TUMB,597,1,0,1,CB Igniter, ON/OFF,
ELEC_INTERFACE(1),3130,CB-LEFT-BEACON-PTR,TUMB,598,-1,0,1,CB Beacon Light, ON/OFF,
ELEC_INTERFACE(1),3130,CB-LEFT-BEACON-PTR,TUMB,598,1,0,1,CB Beacon Light, ON/OFF,
ELEC_INTERFACE(1),3131,CB-LEFT-HEADLIGHT-CONTROL-PTR,TUMB,599,-1,0,1,CB Landing Light Control, ON/OFF,
ELEC_INTERFACE(1),3131,CB-LEFT-HEADLIGHT-CONTROL-PTR,TUMB,599,1,0,1,CB Landing Light Control, ON/OFF,
ELEC_INTERFACE(1),3132,CB-LEFT-PILOTING-DEVICE-PTR,TUMB,600,-1,0,1,CB Main Attitude Indicator, ON/OFF,
ELEC_INTERFACE(1),3132,CB-LEFT-PILOTING-DEVICE-PTR,TUMB,600,1,0,1,CB Main Attitude Indicator, ON/OFF,
ENGINE_INTERFACE(3),3003,COLLECTIVE-CORR-PTR,LEV,0,0,-1,1,Collective (LMB press, hold and move) / Throttle (RMB press, hold and move)
ENGINE_INTERFACE(3),3004,COLLECTIVE-CORR-PTR,LEV,0,0,-1,1,Collective (LMB press, hold and move) / Throttle (RMB press, hold and move)
ENGINE_INTERFACE(3),3006,RRUD-LEFT-PTR,LEV,5,0,0,1,Left Engine Throttle,,
ENGINE_INTERFACE(3),3008,RRUD-RIGHT-PTR,LEV,4,0,0,1,Right Engine Throttle,,
ENGINE_INTERFACE(3),3009,ENG-BRAKE-LEFT-PTR,TUMB,6,0,0,1,Left Engine Stop,,
ENGINE_INTERFACE(3),3009,ENG-BRAKE-LEFT-PTR,TUMB,6,1,0,1,Left Engine Stop,,
ENGINE_INTERFACE(3),3010,ENG-BRAKE-RIGHT-PTR,TUMB,7,0,0,1,Right Engine Stop,,
ENGINE_INTERFACE(3),3010,ENG-BRAKE-RIGHT-PTR,TUMB,7,1,0,1,Right Engine Stop,,
ENGINE_INTERFACE(3),3011,ROTOR-BRAKE-PTR,TUMB,745,0,0,1,Rotor Brake,,
ENGINE_INTERFACE(3),3011,ROTOR-BRAKE-PTR,TUMB,745,1,0,1,Rotor Brake,,
ENGINE_INTERFACE(3),3012,APU-START-PTR,BTN,307,1,0,1,APU Start,,
ENGINE_INTERFACE(3),3013,APU-STOP-PTR,BTN,311,1,0,1,APU Stop,,
ENGINE_INTERFACE(3),3014,APU-FALSE-CRANK-START-PTR,TUMB,313,-1,-1,1,APU Launch Method START/CRANK/FALSE,,
ENGINE_INTERFACE(3),3014,APU-FALSE-CRANK-START-PTR,TUMB,313,1,-1,1,APU Launch Method START/CRANK/FALSE,,
ENGINE_INTERFACE(3),3015,ENG-START-PTR,BTN,314,1,0,1,Engine Start,,
ENGINE_INTERFACE(3),3016,ENG-LEFT-RIGHT-PTR,TUMB,320,-1,0,1,Engine Select RIGHT/LEFT,,
ENGINE_INTERFACE(3),3016,ENG-LEFT-RIGHT-PTR,TUMB,320,1,0,1,Engine Select RIGHT/LEFT,,
ENGINE_INTERFACE(3),3017,ENG-ABORT-PTR,BTN,318,1,0,1,Engine Interrupt Start,,
ENGINE_INTERFACE(3),3018,ENG-CRANK-START-PTR,TUMB,321,-1,0,1,Engine Launch Method START/CRANK,,
ENGINE_INTERFACE(3),3018,ENG-CRANK-START-PTR,TUMB,321,1,0,1,Engine Launch Method START/CRANK,,
ENGINE_INTERFACE(3),3019,COLLECTIVE-GOV-PTR,BTN,747,1,0,1,Readjust Free Turbine RPM, RIGHT/NEUTRAL/LEFT,
ENGINE_INTERFACE(3),3020,COLLECTIVE-GOV-PTR,BTN,747,-1,-1,0,Readjust Free Turbine RPM, RIGHT/NEUTRAL/LEFT,
ENGINE_INTERFACE(3),3021,DEDUST-OFF-PTR,TUMB,796,-1,0,1,Antidust ON/OFF,,
ENGINE_INTERFACE(3),3021,DEDUST-OFF-PTR,TUMB,796,1,0,1,Antidust ON/OFF,,
ENGINE_INTERFACE(3),3022,DEDUST-OFF-COVER-PTR,TUMB,514,-1,0,1,Antidust ON Cover, UP/DOWN,
ENGINE_INTERFACE(3),3022,DEDUST-OFF-COVER-PTR,TUMB,514,1,0,1,Antidust ON Cover, UP/DOWN,
ENGINE_INTERFACE(3),3023,ENG-TEMP-SENSOR-CONTROL-COLD-PTR,BTN,194,1,0,1,Engine Termometer control COLD,,
ENGINE_INTERFACE(3),3024,ENG-TEMP-SENSOR-CONTROL-HOT-PTR,BTN,195,1,0,1,Engine Termometer control HOT,,
